Data {"LOG" : 61 , "LAT": 99 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 65 , "LAT": 20 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 23 , "LAT": 19 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 92 , "LAT": 60 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 17 , "LAT": 66 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 31 , "LAT": 62 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 12 , "LAT": 70 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 54 , "LAT": 1 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 60 , "LAT": 55 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 23 , "LAT": 60 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 22 , "LAT": 4 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 65 , "LAT": 90 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 70 , "LAT": 92 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 29 , "LAT": 95 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 34 , "LAT": 71 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 30 , "LAT": 16 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 32 , "LAT": 78 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 39 , "LAT": 43 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 75 , "LAT": 72 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 83 , "LAT": 59 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 92 , "LAT": 39 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 80 , "LAT": 5 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 59 , "LAT": 40 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 51 , "LAT": 88 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 0 , "LAT": 21 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 15 , "LAT": 53 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 59 , "LAT": 74 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 79 , "LAT": 8 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 45 , "LAT": 20 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 48 , "LAT": 43 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 5 , "LAT": 95 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 67 , "LAT": 52 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 83 , "LAT": 79 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 49 , "LAT": 44 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 85 , "LAT": 54 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 86 , "LAT": 33 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 14 , "LAT": 84 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 28 , "LAT": 77 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 41 , "LAT": 13 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 58 , "LAT": 73 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 24 , "LAT": 49 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 79 , "LAT": 88 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 32 , "LAT": 72 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 26 , "LAT": 49 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 93 , "LAT": 9 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 96 , "LAT": 65 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 42 , "LAT": 42 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 27 , "LAT": 22 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 37 , "LAT": 24 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 95 , "LAT": 39 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 20 , "LAT": 62 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 93 , "LAT": 79 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 5 , "LAT": 19 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 18 , "LAT": 60 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 73 , "LAT": 27 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 71 , "LAT": 51 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 62 , "LAT": 54 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 71 , "LAT": 93 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 97 , "LAT": 16 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 33 , "LAT": 44 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 55 , "LAT": 79 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 52 , "LAT": 22 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 90 , "LAT": 59 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 41 , "LAT": 8 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 26 , "LAT": 63 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 56 , "LAT": 71 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 6 , "LAT": 56 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 11 , "LAT": 19 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 36 , "LAT": 73 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 77 , "LAT": 23 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 99 , "LAT": 77 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 50 , "LAT": 72 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 56 , "LAT": 79 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 10 , "LAT": 71 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 85 , "LAT": 85 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 6 , "LAT": 82 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 40 , "LAT": 51 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 16 , "LAT": 38 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 82 , "LAT": 28 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 6 , "LAT": 78 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 7 , "LAT": 55 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 12 , "LAT": 52 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 87 , "LAT": 45 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 85 , "LAT": 32 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 82 , "LAT": 90 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 20 , "LAT": 83 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 55 , "LAT": 34 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 48 , "LAT": 14 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 35 , "LAT": 85 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 20 , "LAT": 24 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 23 , "LAT": 48 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 8 , "LAT": 99 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 11 , "LAT": 76 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 9 , "LAT": 37 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 8 , "LAT": 11 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 10 , "LAT": 77 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 59 , "LAT": 37 ,"Time": "2016/10/25  03:30:56"}
Data {"LOG" : 83 , "LAT": 34 ,"Time": "2016/10/25  03:30:56"}
